ID,Team,Date,Week,Day,Soreness,Mood,Hydration,School,Comment
KW,u14s,2021-08-12,32,Thursday,Very good,Very good,Moderate,NA,happy
ND,u16s,2021-08-12,32,Thursday,Moderate,Moderate,Moderate,NA,NA
GP,u16s,2021-08-12,32,Thursday,Good,Very good,Good,NA,NA
GN,u16s,2021-08-14,32,Saturday,Good,Good,Moderate,NA,Good
AI,u15s,2021-08-14,32,Saturday,Good,Good,Moderate,NA,NA
ES,u15s,2021-08-14,32,Saturday,Good,Very good,Good,NA,Good
CS,u15s,2021-08-14,32,Saturday,Good,Good,Good,NA,Good
FS,u16s,2021-08-14,32,Saturday,Very good,Very good,Good,NA,NA
HD,u14s,2021-08-14,32,Saturday,"Very, very good","Very, very good","Very, very good","Very, very good",Really good
MedB,u14s,2021-08-14,32,Saturday,Good,Good,Good,NA,"Good, my legs felt fine"
MerB,u14s,2021-08-14,32,Saturday,Very good,Good,Good,NA,Tired
HD,u14s,2021-08-14,32,Saturday,Moderate,Moderate,Moderate,Moderate,"Good,fit healthy"
NW,u14s,2021-08-14,32,Saturday,Very good,"Very, very good",Very good,NA,Great
LT,u15s,2021-08-14,32,Saturday,Good,Good,Good,NA,Excited for first game
GP,u16s,2021-08-14,32,Saturday,Very good,Very good,Good,NA,NA
MG,u15s,2021-08-14,32,Saturday,Moderate,Good,Good,NA,NA
FM,u15s,2021-08-14,32,Saturday,Very good,Very good,Very good,NA,Good
BT,u14s,2021-08-14,32,Saturday,Good,Very good,Very good,NA,Fell good
AG,u14s,2021-08-14,32,Saturday,"Very, very good","Very, very good","Very, very good",NA,NA
TP,u14s,2021-08-14,32,Saturday,Good,"Very, very good",Good,NA,Good
KW,u14s,2021-08-14,32,Saturday,Good,"Very, very good",Good,NA,good
GNo,u14s,2021-08-14,32,Saturday,"Very, very good",Very good,Very good,NA,"I felt nervous but I forgot to put scores in this morning, sorry."
EMy,u14s,2021-08-14,32,Saturday,Very good,Very good,Very good,NA,great a bit tired after the match
ND,u16s,2021-08-14,32,Saturday,Moderate,Good,Moderate,NA,NA
NG,u14s,2021-08-14,32,Saturday,"Very, very good","Very, very good",Good,NA,good
AI,u15s,2021-08-11,32,Wednesday,Good,Good,Good,NA,NA
RC,u16s,2021-07-28,30,Wednesday,Poor,"Very, very good","Very, very good",NA,Good
EM,u15s,2021-08-16,33,Monday,Moderate,Good,Good,NA,"Good, just still a bit sore from Saturday"
AMc,u15s,2021-08-16,33,Monday,Good,Very good,Good,NA,I feel ok
EO,u16s,2021-08-16,33,Monday,Very good,Very good,Very good,NA,fine
GN,u16s,2021-08-16,33,Monday,Good,Good,Very good,NA,Good
NW,u14s,2021-08-16,33,Monday,Good,Very good,Very good,NA,Slight soreness
HM,u15s,2021-08-16,33,Monday,Poor,Very good,"Very, very good",NA,Hurt my right leg on Saturday playing football and I woke up today and the back of my left thigh is hurting
EMy,u14s,2021-08-16,33,Monday,Very good,Good,Moderate,NA,great
EF,u14s,2021-08-16,33,Monday,"Very, very good",Very good,Very good,NA,I feel good.
GNo,u14s,2021-08-16,33,Monday,Very good,"Very, very good",Very good,NA,Feeling very good!
LT,u15s,2021-08-16,33,Monday,Good,Good,Poor,NA,A bit tired
RM,u16s,2021-08-16,33,Monday,Good,Very good,Moderate,"Very, very good",great
AI,u15s,2021-08-16,33,Monday,Moderate,Moderate,Moderate,NA,A bit achy and tired because I’ve been at work
EP,u15s,2021-08-16,33,Monday,Good,Very good,Good,NA,Ankle sore
RC,u16s,2021-08-16,33,Monday,Very good,Very good,Very good,NA,Good
GP,u16s,2021-08-10,32,Tuesday,Very good,Very good,Good,NA,NA
GP,u16s,2021-08-16,33,Monday,"Very, very good",Very good,Good,NA,NA
AS,u16s,2021-08-16,33,Monday,Moderate,Moderate,Poor,Moderate,Quite tired
AC,u15s,2021-08-16,33,Monday,Very good,"Very, very good","Very, very good",NA,NA
IM,u16s,2021-08-16,33,Monday,"Very, very good",Good,Good,NA,Good
AG,u14s,2021-08-17,33,Tuesday,"Very, very good","Very, very good","Very, very good",NA,NA
TP,u14s,2021-08-17,33,Tuesday,Good,"Very, very good",Moderate,NA,ok
GN,u16s,2021-08-17,33,Tuesday,Good,Good,Good,NA,Good
GN,u16s,2021-08-17,33,Tuesday,Good,Good,Good,NA,Good
KW,u14s,2021-08-17,33,Tuesday,Very good,Very good,Moderate,NA,happy
AC,u15s,2021-08-17,33,Tuesday,Very good,"Very, very good","Very, very good",NA,NA
EF,u14s,2021-08-17,33,Tuesday,Very good,"Very, very good",Very good,NA,I feel great and ready for the forest session.
EM,u15s,2021-08-17,33,Tuesday,Moderate,Good,Good,NA,Good
IG,u14s,2021-08-17,33,Tuesday,Good,Good,Good,NA,Alright
MG,u15s,2021-08-17,33,Tuesday,Good,Good,Good,NA,NA
NW,u14s,2021-08-17,33,Tuesday,Very good,Good,Very good,NA,Good
GP,u16s,2021-08-17,33,Tuesday,Very good,Very good,Good,NA,NA
GNo,u14s,2021-08-17,33,Tuesday,Very good,"Very, very good",Very good,NA,I feel very good
EMy,u14s,2021-08-17,33,Tuesday,Moderate,Very good,Very good,NA,back is a bit sore and achey but other than that fine
FS,u16s,2021-08-17,33,Tuesday,Very good,Very good,Good,NA,NA
EO,u16s,2021-08-17,33,Tuesday,Very good,Very good,Very good,NA,fine
CS,u15s,2021-08-17,33,Tuesday,Good,Good,Good,NA,Good
AI,u15s,2021-08-17,33,Tuesday,Moderate,Good,Good,NA,Bit sore from the gym last night but nothing bad
MerB,u14s,2021-08-17,33,Tuesday,Good,Good,Poor,NA,Fine
MedB,u14s,2021-08-17,33,Tuesday,Poor,Moderate,Poor,NA,"Legs hurt a little but other than that, fine"
IM,u16s,2021-08-17,33,Tuesday,Very good,Very good,Very good,NA,Good
ND,u16s,2021-08-17,33,Tuesday,Moderate,Good,Good,NA,NA
Ndu,u16s,2021-08-17,33,Tuesday,Good,Moderate,Moderate,NA,Good
FM,u15s,2021-08-17,33,Tuesday,Very good,Very good,Very good,NA,Good
LT,u15s,2021-08-17,33,Tuesday,Poor,Good,Poor,NA,Sore from S and C
HD,u14s,2021-08-17,33,Tuesday,Moderate,Moderate,Moderate,Moderate,Good
AG,u14s,2021-08-18,33,Wednesday,"Very, very good","Very, very good","Very, very good",NA,NA
GN,u16s,2021-08-18,33,Wednesday,Moderate,Good,Good,NA,My shoulder is quite sore
RH,u15s,2021-08-18,33,Wednesday,Good,Good,Moderate,NA,I’m tired. As I just returned home from America so I am jet lagged
MG,u15s,2021-08-18,33,Wednesday,Moderate,Good,Good,NA,NA
KW,u14s,2021-08-18,33,Wednesday,Good,Good,Moderate,NA,happy
IG,u14s,2021-08-18,33,Wednesday,Moderate,Moderate,Good,NA,Good
TP,u14s,2021-08-18,33,Wednesday,Good,"Very, very good",Good,NA,good
AC,u15s,2021-08-18,33,Wednesday,Very good,"Very, very good","Very, very good",NA,NA
HD,u14s,2021-08-17,33,Tuesday,Moderate,Moderate,Moderate,Moderate,Good
CS,u15s,2021-08-18,33,Wednesday,Good,Good,Good,NA,Good
MedB,u14s,2021-08-18,33,Wednesday,Poor,Good,Moderate,NA,Fine just a bit sore
FS,u16s,2021-08-18,33,Wednesday,Very good,Very good,Good,NA,NA
MerB,u14s,2021-08-18,33,Wednesday,Poor,Good,Very good,NA,Sore
RC,u16s,2021-08-18,33,Wednesday,Good,Good,Good,NA,Good
AG,u14s,2021-08-18,33,Wednesday,Moderate,Moderate,Moderate,Poor,good
AMc,u15s,2021-08-19,33,Thursday,Moderate,Very good,Good,NA,I feel good but got bad cramp pain in my calf
AG,u14s,2021-08-19,33,Thursday,Moderate,Good,Good,NA,good
EF,u14s,2021-08-19,33,Thursday,"Very, very good","Very, very good","Very, very good",NA,I feel good and ready for training.
GN,u16s,2021-08-19,33,Thursday,Moderate,Moderate,Good,NA,Ok
AT,u14s,2021-08-19,33,Thursday,"Very, very good",Very good,Good,NA,Good
KW,u14s,2021-08-19,33,Thursday,Moderate,Good,Moderate,NA,happy
MG,u15s,2021-08-19,33,Thursday,Good,Good,Good,NA,NA
BT,u14s,2021-08-19,33,Thursday,"Very, very good",Very good,Very good,NA,felt good
Ndu,u16s,2021-08-19,33,Thursday,Poor,Moderate,Moderate,NA,Ok
EM,u15s,2021-08-19,33,Thursday,Moderate,Good,Good,NA,Good
RF,u16s,2021-08-19,33,Thursday,Good,Very good,Good,NA,NA
EO,u16s,2021-08-19,33,Thursday,Very good,Very good,Very good,NA,fine
RO,u15s,2021-08-19,33,Thursday,Good,Very good,Moderate,NA,I haven’t been able to practise today because i have been travelling for most of the day.
EMy,u14s,2021-08-19,33,Thursday,Very good,Very good,Good,NA,great
GNo,u14s,2021-08-19,33,Thursday,Very good,"Very, very good",Very good,NA,I am feeling very well
HM,u15s,2021-08-19,33,Thursday,Moderate,Very good,Very good,NA,Leg is still a bit sore
AI,u15s,2021-08-18,33,Wednesday,Good,Moderate,Moderate,NA,NA
NW,u14s,2021-08-19,33,Thursday,Very good,"Very, very good",Very good,NA,Great
FS,u16s,2021-08-19,33,Thursday,Good,Good,Moderate,NA,NA
RH,u15s,2021-08-19,33,Thursday,Good,Moderate,Moderate,NA,Sore from snc yesterday
HD,u14s,2021-08-19,33,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",Good well rested
AC,u15s,2021-08-19,33,Thursday,Very good,"Very, very good","Very, very good",NA,NA
CS,u15s,2021-08-19,33,Thursday,Good,Good,Good,NA,Good
EB,u16s,2021-08-19,33,Thursday,Very good,"Very, very good","Very, very good","Very, very good",good
MedB,u14s,2021-08-19,33,Thursday,Moderate,Good,Good,NA,Good
MerB,u14s,2021-08-19,33,Thursday,Poor,Good,Moderate,NA,Sore
FM,u15s,2021-08-19,33,Thursday,Poor,Good,Good,NA,Good
AI,u15s,2021-08-21,33,Saturday,Good,Good,Good,NA,NA
FS,u16s,2021-08-20,33,Friday,Very good,Very good,Good,NA,NA
AMc,u15s,2021-08-21,33,Saturday,Good,Good,Good,NA,I feel good
GNo,u14s,2021-08-21,33,Saturday,"Very, very good",Very good,Very good,NA,Feeling very well
NW,u14s,2021-08-21,33,Saturday,Very good,"Very, very good",Very good,NA,Great
HD,u14s,2021-08-21,33,Saturday,Moderate,Moderate,Moderate,Moderate,Good but it’s early so abit tired
TM,u16s,2021-08-21,33,Saturday,Good,Moderate,Moderate,NA,Good
CS,u15s,2021-08-21,33,Saturday,Good,Good,Good,NA,Good
EB,u16s,2021-08-21,33,Saturday,"Very, very good","Very, very good","Very, very good","Very, very good",goood
MG,u15s,2021-08-21,33,Saturday,Good,Good,Good,NA,NA
ES,u15s,2021-08-21,33,Saturday,"Very, very good",Very good,Good,NA,Pretty good
TP,u14s,2021-08-20,33,Friday,Good,"Very, very good",Good,NA,pkay
GN,u16s,2021-08-21,33,Saturday,Good,Good,Moderate,NA,Good
EMy,u14s,2021-08-21,33,Saturday,"Very, very good","Very, very good",Very good,NA,very good
GN,u16s,2021-08-11,32,Wednesday,Moderate,Good,Good,NA,"Good, legs a bit sore after yesterday’s session"
AMc,u15s,2021-08-23,34,Monday,Moderate,Very good,Good,NA,I feel ok
EM,u15s,2021-08-23,34,Monday,Good,Good,Good,NA,Alright just a sore Ankle and Groin
GN,u16s,2021-08-23,34,Monday,Good,Good,Good,NA,Good
EF,u14s,2021-08-23,34,Monday,Very good,Very good,Very good,NA,I feel good and ready for s&c.
DM,u15s,2021-08-23,34,Monday,Good,Very good,Very good,NA,good
MG,u15s,2021-08-23,34,Monday,Moderate,Good,Good,NA,NA
RM,u16s,2021-08-23,34,Monday,Very good,Very good,Good,"Very, very good",good
EMy,u14s,2021-08-23,34,Monday,"Very, very good",Very good,"Very, very good",NA,great
EO,u16s,2021-08-23,34,Monday,Very good,Very good,Very good,NA,fine
RC,u16s,2021-08-23,34,Monday,Moderate,Very good,Very good,NA,Good
EP,u15s,2021-08-23,34,Monday,Good,Very good,Good,NA,NA
GP,u16s,2021-08-23,34,Monday,"Very, very good",Very good,Very good,NA,NA
AS,u16s,2021-08-23,34,Monday,Moderate,Moderate,Poor,Moderate,"No soreness or stiffness , energized"
IM,u16s,2021-08-23,34,Monday,Good,Very good,Very good,NA,Good
GN,u16s,2021-08-24,34,Tuesday,Good,Good,Good,NA,Good
EF,u14s,2021-08-24,34,Tuesday,Good,Very good,Very good,NA,My shoulder muscles are a little bit sore
EB,u16s,2021-08-24,34,Tuesday,Very good,"Very, very good","Very, very good","Very, very good",good
MG,u15s,2021-08-24,34,Tuesday,Moderate,Good,Good,NA,NA
BT,u14s,2021-08-24,34,Tuesday,Very good,Very good,Very good,NA,felt good
KW,u14s,2021-08-24,34,Tuesday,Good,Good,Moderate,NA,happy
IG,u14s,2021-08-24,34,Tuesday,Moderate,Good,Good,NA,Alright
EM,u15s,2021-08-24,34,Tuesday,Moderate,Good,Good,NA,"Alright, groin is still a bit sore but it’s getting better"
NW,u14s,2021-08-24,34,Tuesday,Very good,"Very, very good",Very good,NA,Great
CS,u15s,2021-08-24,34,Tuesday,Good,Good,Good,NA,Good
ES,u15s,2021-08-24,34,Tuesday,Very good,Very good,Good,NA,I am not sore and feel good
EP,u15s,2021-08-24,34,Tuesday,Moderate,Very good,Good,NA,Legs and back sore
EO,u16s,2021-08-24,34,Tuesday,Very good,Very good,Very good,Very good,fine
MerB,u14s,2021-08-24,34,Tuesday,Very good,Good,Moderate,NA,Fine
RO,u15s,2021-08-24,34,Tuesday,Good,Very good,Good,NA,Really good
TP,u14s,2021-08-24,34,Tuesday,Moderate,Very good,Moderate,NA,ok
RM,u16s,2021-08-24,34,Tuesday,Poor,Moderate,Moderate,"Very, very good",good
FS,u16s,2021-08-24,34,Tuesday,Good,Good,Good,NA,NA
AMc,u15s,2021-08-24,34,Tuesday,Poor,Very good,Good,NA,I feel ok
AI,u15s,2021-08-24,34,Tuesday,Good,Good,Good,NA,NA
HM,u15s,2021-08-24,34,Tuesday,"Very, very good","Very, very good",Very good,NA,No soreness
RF,u16s,2021-08-24,34,Tuesday,Good,Good,Good,NA,Good
EH,u16s,2021-08-24,34,Tuesday,Very good,Good,Good,NA,Good
AT,u14s,2021-08-24,34,Tuesday,"Very, very good",Very good,Very good,NA,Good
PB,u15s,2021-08-24,34,Tuesday,Very good,Very good,Good,NA,NA
CW,u16s,2021-08-24,34,Tuesday,Moderate,Good,Good,NA,Good
IM,u16s,2021-08-24,34,Tuesday,Very good,Good,Good,NA,Good
HD,u14s,2021-08-24,34,Tuesday,Poor,Moderate,Poor,Moderate,Tired from football earlier
Ndu,u16s,2021-08-24,34,Tuesday,Very poor,Moderate,Moderate,NA,Fine
GP,u16s,2021-08-24,34,Tuesday,Very good,Very good,Good,NA,NA
MM,u16s,2021-08-24,34,Tuesday,Moderate,Good,Good,NA,fine
LT,u15s,2021-08-24,34,Tuesday,Moderate,Good,Good,NA,Good
RH,u15s,2021-08-24,34,Tuesday,Good,Good,Moderate,NA,Good
DM,u15s,2021-08-24,34,Tuesday,Moderate,Good,Very good,NA,hurt my front part of ankle
AS,u16s,2021-08-24,34,Tuesday,Poor,Moderate,Poor,Moderate,A bit sore from s and c
GN,u16s,2021-08-25,34,Wednesday,Good,Good,Good,NA,"Good, but my calves are a bit sore"
CS,u15s,2021-08-25,34,Wednesday,Good,Good,Good,NA,Good
KW,u14s,2021-08-25,34,Wednesday,Good,"Very, very good",Good,NA,Happy
LT,u15s,2021-08-25,34,Wednesday,Moderate,Good,Poor,NA,My foot is hurting as I have bruised it but I feel good.
IG,u14s,2021-08-25,34,Wednesday,Moderate,Moderate,Good,NA,Good
Ndu,u16s,2021-08-25,34,Wednesday,Very poor,Poor,Moderate,NA,Tired
NW,u14s,2021-08-25,34,Wednesday,Very good,"Very, very good",Very good,NA,Really good
RO,u15s,2021-08-24,34,Tuesday,Good,Very good,Very good,NA,A bit tired
MedB,u14s,2021-08-25,34,Wednesday,Poor,Good,Good,NA,My legs were just tired from Tuesdays training session
MerB,u14s,2021-08-25,34,Wednesday,Poor,Moderate,Good,NA,Legs hurt
HD,u14s,2021-08-25,34,Wednesday,Moderate,Moderate,Moderate,Moderate,Feel better but legs hurt abit from yesterday
AI,u15s,2021-08-25,34,Wednesday,Good,Good,Good,NA,NA
FS,u16s,2021-08-25,34,Wednesday,Good,Good,Good,NA,NA
EP,u15s,2021-08-25,34,Wednesday,Moderate,Very good,Good,NA,Back hurting
AS,u16s,2021-08-26,34,Thursday,Moderate,Moderate,Poor,Moderate,Good
EF,u14s,2021-08-26,34,Thursday,Very good,Very good,Very good,NA,I feel very good and I am ready for training.
GN,u16s,2021-08-26,34,Thursday,Good,Good,Good,NA,Good
GT,u15s,2021-08-26,34,Thursday,Good,Very good,"Very, very good",NA,feeling very good
KW,u14s,2021-08-26,34,Thursday,Good,Good,Moderate,NA,good
FS,u16s,2021-08-26,34,Thursday,Very good,Very good,Very good,NA,NA
IG,u14s,2021-08-26,34,Thursday,Good,Very good,Very good,NA,Good
GP,u16s,2021-08-26,34,Thursday,Very good,Very good,Good,NA,NA
AMc,u15s,2021-08-26,34,Thursday,Moderate,Good,Good,NA,NA
RO,u15s,2021-08-26,34,Thursday,Good,"Very, very good",Very good,NA,My back is a bit sore from gym yesterday
CS,u15s,2021-08-26,34,Thursday,Good,Good,Good,NA,Good
EP,u15s,2021-08-26,34,Thursday,Poor,Good,Good,NA,Back hurting
NW,u14s,2021-08-26,34,Thursday,Very good,"Very, very good",Very good,NA,Great
TM,u16s,2021-08-26,34,Thursday,Moderate,Good,Moderate,NA,Good
PB,u15s,2021-08-27,34,Friday,Very good,Very good,Very good,NA,NA
GNo,u14s,2021-08-26,34,Thursday,Very good,Very good,Very good,NA,Very well
AI,u15s,2021-08-26,34,Thursday,Moderate,Good,Good,NA,Legs slightly sore from gym last night
MG,u15s,2021-08-26,34,Thursday,Moderate,Good,Good,NA,NA
MerB,u14s,2021-08-26,34,Thursday,Moderate,Moderate,Very good,NA,Better than yesterday after s and c
AT,u14s,2021-08-26,34,Thursday,"Very, very good","Very, very good",Very good,NA,Good
MedB,u14s,2021-08-26,34,Thursday,Moderate,Good,Good,NA,Good
HD,u14s,2021-08-26,34,Thursday,Moderate,Moderate,Moderate,Moderate,Good
TP,u14s,2021-08-26,34,Thursday,Very good,"Very, very good",Very good,NA,good
LT,u15s,2021-08-26,34,Thursday,Good,Good,Good,NA,Excited for our match
ES,u15s,2021-08-26,34,Thursday,Good,Very good,Good,NA,I feel good
GT,u15s,2021-08-27,34,Friday,Good,Good,Very good,NA,feeling good
EF,u14s,2021-08-28,34,Saturday,"Very, very good","Very, very good",Very good,NA,I feel very good and ready for today's match.
GN,u16s,2021-08-28,34,Saturday,Good,Good,Moderate,NA,Good
GNo,u14s,2021-08-28,34,Saturday,Very good,Very good,Good,NA,I feel ready for the match
NW,u14s,2021-08-28,34,Saturday,Very good,"Very, very good",Very good,NA,Really good
AS,u16s,2021-08-27,34,Friday,Moderate,Moderate,Moderate,Moderate,Good
MedB,u14s,2021-08-28,34,Saturday,Moderate,Good,Moderate,NA,My legs feel a bit tired but not that bad
MerB,u14s,2021-08-28,34,Saturday,Moderate,Good,Good,NA,A little bit sore
FS,u16s,2021-08-28,34,Saturday,Good,Good,Good,NA,NA
EMy,u14s,2021-08-28,34,Saturday,Very good,"Very, very good","Very, very good",NA,really good
DM,u15s,2021-08-28,34,Saturday,Poor,Good,Good,NA,hurt my knee playing a match with the u16s
EP,u15s,2021-08-29,34,Sunday,Good,Very good,Good,NA,NA
GN,u16s,2021-08-31,35,Tuesday,Good,Good,Moderate,NA,Good
EF,u14s,2021-08-31,35,Tuesday,"Very, very good",Very good,Very good,NA,I feel great and ready for training.
PB,u15s,2021-08-31,35,Tuesday,Very good,Very good,Good,NA,NA
TM,u16s,2021-08-31,35,Tuesday,Moderate,Moderate,Moderate,NA,Got a  bad headache and hasn’t went in a few days and feel tired
IG,u14s,2021-08-31,35,Tuesday,Very good,Good,Very good,NA,Good
MG,u15s,2021-08-31,35,Tuesday,Good,Good,Good,NA,NA
GN,u16s,2021-08-31,35,Tuesday,Good,Good,Moderate,NA,Good
EP,u15s,2021-08-31,35,Tuesday,Very good,Very good,Good,NA,NA
NW,u14s,2021-08-31,35,Tuesday,Very good,"Very, very good",Very good,NA,Great
RH,u15s,2021-08-31,35,Tuesday,Good,Good,Moderate,NA,Good :)
AT,u14s,2021-08-31,35,Tuesday,"Very, very good","Very, very good",Good,NA,Good
RO,u15s,2021-08-31,35,Tuesday,Good,"Very, very good",Very good,NA,Happy
EM,u15s,2021-08-31,35,Tuesday,Good,Good,Good,NA,Good
GNo,u14s,2021-08-31,35,Tuesday,Very good,"Very, very good",Very good,NA,I am feeling very well
EMy,u14s,2021-08-31,35,Tuesday,"Very, very good",Very good,Very good,NA,really good
GT,u15s,2021-08-31,35,Tuesday,Very good,Good,Very good,NA,feeling good
AI,u15s,2021-08-31,35,Tuesday,Good,Good,Good,NA,NA
LT,u15s,2021-08-31,35,Tuesday,Moderate,Good,Poor,NA,Tired after a long walk.
ES,u15s,2021-08-31,35,Tuesday,Very good,Good,Good,NA,I am not sore and my mood is good
BT,u14s,2021-08-31,35,Tuesday,Very good,"Very, very good",Very good,NA,felt fine
CS,u15s,2021-08-31,35,Tuesday,Good,Good,Good,NA,Good
MerB,u14s,2021-08-31,35,Tuesday,Moderate,Good,Good,NA,Fine
MedB,u14s,2021-08-31,35,Tuesday,Good,Moderate,Moderate,NA,Fine
FS,u16s,2021-08-31,35,Tuesday,Good,Good,Good,NA,NA
DM,u15s,2021-08-31,35,Tuesday,Moderate,Very good,Very good,NA,knee hurts a bit when i walk and put pressure on it
EO,u16s,2021-08-31,35,Tuesday,Very good,Very good,Very good,NA,fine
GP,u16s,2021-08-31,35,Tuesday,"Very, very good",Very good,Good,NA,NA
KW,u14s,2021-08-31,35,Tuesday,Good,Very good,Moderate,NA,happy
GN,u16s,2021-08-02,31,Monday,Moderate,Good,Good,NA,"Good, legs a bit sore from the gym yesterday"
EF,u14s,2021-09-02,35,Thursday,"Very, very good",Very good,Very good,NA,I'm ready for training.
BT,u14s,2021-09-02,35,Thursday,Very good,"Very, very good",Very good,NA,i’ve felt good
IM,u16s,2021-09-02,35,Thursday,"Very, very good","Very, very good","Very, very good",NA,Good
RH,u15s,2021-09-02,35,Thursday,Moderate,Good,Moderate,NA,NA
AT,u14s,2021-09-02,35,Thursday,"Very, very good","Very, very good",Good,NA,Good
IG,u14s,2021-09-02,35,Thursday,Good,Very good,Good,NA,Good
HM,u15s,2021-09-02,35,Thursday,Very good,Very good,Very good,NA,"Leg is feeling fine , but I got my braces on today so my teeth are hurting a bit"
EH,u16s,2021-09-02,35,Thursday,Very good,Very good,Good,NA,Great
RO,u15s,2021-09-02,35,Thursday,Very good,"Very, very good",Very good,NA,A bit tired
EM,u15s,2021-09-02,35,Thursday,Good,Good,Good,NA,Good
CS,u15s,2021-09-02,35,Thursday,Good,Good,Good,NA,Good
KW,u14s,2021-09-02,35,Thursday,Good,Good,Good,NA,good
TM,u16s,2021-09-02,35,Thursday,Moderate,Moderate,Poor,Poor,Very tired after first day back at school and Have a headache
EP,u15s,2021-09-02,35,Thursday,Very good,Very good,Good,NA,NA
EMy,u14s,2021-09-02,35,Thursday,Very good,Very good,Good,NA,Really good
NW,u14s,2021-08-02,31,Monday,Very good,"Very, very good",Very good,NA,Great
GNo,u14s,2021-09-02,35,Thursday,Very good,"Very, very good",Very good,NA,I feel very well
FS,u16s,2021-09-02,35,Thursday,Good,Good,Good,NA,NA
AI,u15s,2021-09-02,35,Thursday,Good,Good,Good,NA,NA
PB,u15s,2021-09-02,35,Thursday,Very good,Very good,Good,NA,NA
EB,u16s,2021-09-02,35,Thursday,"Very, very good","Very, very good","Very, very good","Very, very good",👍👍
AC,u15s,2021-09-02,35,Thursday,Good,"Very, very good","Very, very good",NA,NA
GP,u16s,2021-08-03,31,Tuesday,Good,Very good,Very good,NA,my legs are aching a bit because i went on a run yesterday
GP,u16s,2021-09-02,35,Thursday,"Very, very good",Very good,Good,NA,NA
MerB,u14s,2021-09-02,35,Thursday,Poor,Moderate,Moderate,NA,Just a bit tired
Ndu,u16s,2021-09-02,35,Thursday,Poor,Moderate,Moderate,NA,Okay
LT,u15s,2021-09-02,35,Thursday,Good,Good,Moderate,NA,I feel happy
NW,u14s,2021-08-04,31,Wednesday,Very good,"Very, very good",Very good,NA,Great
AS,u16s,2021-09-04,35,Saturday,Moderate,Moderate,Moderate,Moderate,Tired
KW,u14s,2021-09-04,35,Saturday,Good,Very good,Moderate,NA,happy
HD,u14s,2021-09-04,35,Saturday,Moderate,Moderate,Poor,Moderate,"Good,abit tired"
MerB,u14s,2021-09-04,35,Saturday,Poor,Moderate,Good,NA,Legs are a bit sore
MedB,u14s,2021-09-04,35,Saturday,Moderate,Moderate,Good,NA,My legs where a little tired but nothing really
FS,u16s,2021-09-04,35,Saturday,Very good,Very good,Good,NA,NA
BT,u14s,2021-09-04,35,Saturday,"Very, very good",Very good,Very good,NA,feel good
IG,u14s,2021-09-04,35,Saturday,Good,Very good,Good,NA,Good
GNo,u14s,2021-09-04,35,Saturday,Very good,Very good,Very good,NA,I feel well
EMy,u14s,2021-09-04,35,Saturday,Poor,Very good,"Very, very good",NA,good just knocked my calf during the match it is very tight
AG,u14s,2021-09-04,35,Saturday,Good,Good,Good,NA,good
TP,u14s,2021-09-04,35,Saturday,Very good,"Very, very good",Very good,NA,good
EMy,u14s,2021-09-06,36,Monday,Good,"Very, very good","Very, very good",NA,great
EF,u14s,2021-09-06,36,Monday,"Very, very good",Very good,Very good,NA,I have no aches or pains.
AMc,u15s,2021-09-06,36,Monday,Poor,Good,Good,NA,I feel ok but I keep getting a sharp pain in my hamstring
EM,u15s,2021-09-06,36,Monday,Good,Moderate,Good,Moderate,Good just tired from school
GN,u16s,2021-09-06,36,Monday,Good,Good,Good,Good,Good
GNo,u14s,2021-09-06,36,Monday,Very good,"Very, very good",Very good,NA,I feel very happy and ready
PB,u15s,2021-09-06,36,Monday,Very good,Good,Good,Moderate,NA
EO,u16s,2021-09-06,36,Monday,Very good,Very good,Very good,Good,i feel fine
AI,u15s,2021-09-06,36,Monday,Moderate,Good,Good,NA,NA
RF,u16s,2021-09-06,36,Monday,Moderate,Good,Good,Good,Good
RM,u16s,2021-09-06,36,Monday,Moderate,Good,Moderate,Very poor,Okay
MG,u15s,2021-09-06,36,Monday,Good,Good,Good,Good,NA
RC,u16s,2021-08-06,31,Friday,Poor,"Very, very good","Very, very good","Very, very poor",Tragic that I have school
IM,u16s,2021-09-06,36,Monday,"Very, very good",Very good,Very good,NA,Good
EMy,u14s,2021-09-07,36,Tuesday,Good,Very good,Very good,NA,Great
GNo,u14s,2021-09-07,36,Tuesday,Very good,Very good,Very good,NA,I am feeling great
BT,u14s,2021-09-07,36,Tuesday,"Very, very good",Very good,Very good,NA,felt good
IG,u14s,2021-09-07,36,Tuesday,Very good,Good,Good,Good,Good
TM,u16s,2021-09-07,36,Tuesday,"Very, very good",Moderate,Poor,Poor,Very tired
CS,u15s,2021-09-07,36,Tuesday,Good,Good,Good,Good,Good
KW,u14s,2021-09-07,36,Tuesday,Good,Good,Good,Good,happy
GN,u16s,2021-09-07,36,Tuesday,Good,Good,Moderate,Good,Good
NW,u14s,2021-09-07,36,Tuesday,Very good,"Very, very good",Very good,NA,Good
AT,u14s,2021-09-07,36,Tuesday,"Very, very good","Very, very good",Very good,"Very, very good",Good
GT,u15s,2021-09-07,36,Tuesday,Moderate,Moderate,Very good,Poor,feeling ok
RH,u15s,2021-09-07,36,Tuesday,Moderate,Good,Moderate,Poor,NA
EM,u15s,2021-09-07,36,Tuesday,Moderate,Good,Good,Moderate,NA
